old_serial_numbers,product_name,unit_price,company_profit,unit,product_category,the_cost,retail_price,product_profit,product_description,storage,product_color,various_elements,length,extra_freight,lead_time,raw_material,minimum_order_quantity,supplier,supplier_contact_person,supplier_phone_number,supplier_fax_number,supplier_cell_phone,supplier_address,supplier_email,remark,supplier_bank_information,product_website
A006001,無配件,0,0.6,無,A006,0,0,,,,,,,,,,,,,,,,台中市大雅區神林南路111號,daya@super-i.net,,,A006001
A006002,客戶提供配件,0,0.6,無,A006,0,0,,,,,,,,,,,,,,,,,,,,A006002
A006003,旋轉?(可穿寬1.5公分織帶),3.666667,0.6,個,A006,2.2,19,,,,白鎳,G23-517A,,150,14-30天,鋅合金,最低量1000,超意企業有限公司,周先生,04-25665483,04-25682530,,台中市大雅區神林南路111號,daya@super-i.net,,,A006003
A006004,卡圈,2.333333,0.6,個,A006,1.4,0,,,,白鎳,"G003-1""",,150,14-30天,鐵,最低量1000,超意企業有限公司,周先生,04-25665484,04-25682531,,台中市大雅區神林南路111號,daya@super-i.net,,,A006004
A006005,D型環(可穿寬2公分織帶),0.416667,0.6,個,A006,0.25,0,,,,白鎳,A22-2.5X20X11MM,,150,14-30天,鐵,最低量:10000,超意企業有限公司,周先生,04-25665485,04-25682532,,台中市大雅區神林南路111號,daya@super-i.net,,,A006005
A006006,14mm超薄壓花磁扣,8.333333,0.6,個,A006,5,0,,,,白鎳,R124-14MM,,150,14-30天,銅,最低量1000,超意企業有限公司,周先生,04-25665486,04-25682533,,台中市大雅區神林南路111號,daya@super-i.net,,,A006006
A006007,撞釘,0.2,0.6,個,A006,0.12,0,,,,白鎳,9X3MM撞釘蓋-0.059X3X7MM包面撞角釘-0.07,,150,14-30天,鐵,最低量30000,超意企業有限公司,周先生,04-25665487,04-25682534,,台中市大雅區神林南路111號,daya@super-i.net,,,A006007
A006008,鑰匙圈,3.333333,0.6,個,A006,2,0,,,,鎳,,,150,14-30天,,,溪水製作所-永樂店，溪水鞋扣工藝社,陳小姐-永樂店,02-25586464，02-25505943,02-25508685，02-25586004,,台北市延平北路2段55號，台北市長安西路278號,gs.diy@msa.hinet.net(永樂店),華南銀行大稻埕分行008，戶名:溪水鞋扣工藝社，帳號:104100127908,永樂店，元大銀行延平分行806，戶名:林靖山，帳號:21222000060015,A006008
A006009,D型環(可穿寬2公分織帶),1.333333,0.6,個,A006,0.8,0,,,,白鎳,O-166分,,150,14-30天,鐵,,溪水製作所-永樂店，溪水鞋扣工藝社,陳小姐-永樂店,02-25586464，02-25505943,02-25508685，02-25586005,,台北市延平北路2段55號，台北市長安西路278號,gs.diy@msa.hinet.net(永樂店),華南銀行大稻埕分行008，戶名:溪水鞋扣工藝社，帳號:104100127908,永樂店，元大銀行延平分行806，戶名:林靖山，帳號:21222000060015,A006009
A006010,28mm雞眼,11.66667,0.6,個,A006,7,0,,,,,,,150,14-30天,,,溪水製作所-永樂店，溪水鞋扣工藝社,陳小姐-永樂店,02-25586464，02-25505943,02-25508685，02-25586006,,台北市延平北路2段55號，台北市長安西路278號,gs.diy@msa.hinet.net(永樂店),華南銀行大稻埕分行008，戶名:溪水鞋扣工藝社，帳號:104100127908,永樂店，元大銀行延平分行806，戶名:林靖山，帳號:21222000060015,A006010
A006011,12mm圓形四和扣,2.5,0.6,個,A006,1.5,0,,,,鎳,,,150,14-30天,銅,一次訂15000個的報價,溪水製作所-永樂店，溪水鞋扣工藝社,陳小姐-永樂店,02-25586464，02-25505943,02-25508685，02-25586007,,台北市延平北路2段55號，台北市長安西路278號,gs.diy@msa.hinet.net(永樂店),華南銀行大稻埕分行008，戶名:溪水鞋扣工藝社，帳號:104100127908,永樂店，元大銀行延平分行806，戶名:林靖山，帳號:21222000060015,A006011
A006012,口型環(可穿寬2.5公分織帶),23.33333,0.6,個,A006,14,0,,,,鎳,Q244-1英吋,,150,14-30天,銅,,溪水製作所-永樂店，溪水鞋扣工藝社,陳小姐-永樂店,02-25586464，02-25505943,02-25508685，02-25586008,,台北市延平北路2段55號，台北市長安西路278號,gs.diy@msa.hinet.net(永樂店),華南銀行大稻埕分行008，戶名:溪水鞋扣工藝社，帳號:104100127908,永樂店，元大銀行延平分行806，戶名:林靖山，帳號:21222000060015,A006012
A006013,調節環(可穿寬2.5公分織帶),33.33333,0.6,個,A006,20,0,,,,鎳,Q121-1英吋,,150,14-30天,銅,,溪水製作所-永樂店，溪水鞋扣工藝社,陳小姐-永樂店,02-25586464，02-25505943,02-25508685，02-25586009,,台北市延平北路2段55號，台北市長安西路278號,gs.diy@msa.hinet.net(永樂店),華南銀行大稻埕分行008，戶名:溪水鞋扣工藝社，帳號:104100127908,永樂店，元大銀行延平分行806，戶名:林靖山，帳號:21222000060015,A006013
A006014,口型環(可穿寬2.5公分織帶),2.666667,0.6,個,A006,1.6,0,,,,鎳,O08-1英吋,,150,14-30天,鐵,,溪水製作所-永樂店，溪水鞋扣工藝社,陳小姐-永樂店,02-25586464，02-25505943,02-25508685，02-25586010,,台北市延平北路2段55號，台北市長安西路278號,gs.diy@msa.hinet.net(永樂店),華南銀行大稻埕分行008，戶名:溪水鞋扣工藝社，帳號:104100127908,永樂店，元大銀行延平分行806，戶名:林靖山，帳號:21222000060015,A006014
A006015,調節環(可穿寬2.5公分織帶),6.666667,0.6,個,A006,4,0,,,,鎳,O07-1英吋,,150,14-30天,鐵,,溪水製作所-永樂店，溪水鞋扣工藝社,陳小姐-永樂店,02-25586464，02-25505943,02-25508685，02-25586011,,台北市延平北路2段55號，台北市長安西路278號,gs.diy@msa.hinet.net(永樂店),華南銀行大稻埕分行008，戶名:溪水鞋扣工藝社，帳號:104100127908,永樂店，元大銀行延平分行806，戶名:林靖山，帳號:21222000060015,A006015
A006016,18mm磁釦,30,0.6,個,A006,18,0,,,,鎳,,,150,14-30天,,,溪水製作所-永樂店，溪水鞋扣工藝社,陳小姐-永樂店,02-25586464，02-25505943,02-25508685，02-25586012,,台北市延平北路2段55號，台北市長安西路278號,gs.diy@msa.hinet.net(永樂店),華南銀行大稻埕分行008，戶名:溪水鞋扣工藝社，帳號:104100127908,永樂店，元大銀行延平分行806，戶名:林靖山，帳號:21222000060015,A006016
A006017,8mm撞釘,2.333333,0.6,個,A006,1.4,0,,,,,J25,,150,14-30天,,,溪水製作所-永樂店，溪水鞋扣工藝社,陳小姐-永樂店,02-25586464，02-25505943,02-25508685，02-25586013,,台北市延平北路2段55號，台北市長安西路278號,gs.diy@msa.hinet.net(永樂店),華南銀行大稻埕分行008，戶名:溪水鞋扣工藝社，帳號:104100127908,永樂店，元大銀行延平分行806，戶名:林靖山，帳號:21222000060015,A006017
A006018,鑰匙釦環(可穿寬1.5公分織帶),13.33333,0.6,個,A006,8,0,,,,,QB-05,,150,14-30天,,5分一個12，250個一個8元,溪水製作所-永樂店，溪水鞋扣工藝社,陳小姐-永樂店,02-25586464，02-25505943,02-25508685，02-25586014,,台北市延平北路2段55號，台北市長安西路278號,gs.diy@msa.hinet.net(永樂店),華南銀行大稻埕分行008，戶名:溪水鞋扣工藝社，帳號:104100127908,永樂店，元大銀行延平分行806，戶名:林靖山，帳號:21222000060015,A006018
A006019,1*5mm中山夾,1.166667,0.6,個,A006,0.7,0,,,,,10mm*5mm,,,14-30天,,一包2000個現貨,大陸,shelly,2.86E+13,,,,,,,A006019
A006020,8mm雞眼,1.166667,0.6,個,A006,0.7,0,,,,,,,,14-30天,銅,,大陸,shelly,2.86E+13,,,,,,,A006020
A006021,雙圈+龍蝦鉤,1.333333,0.6,個,A006,0.8,0,,,,,,,,14-30天,,,大陸,shelly,2.86E+13,,,,,,,A006021
A006022,五爪釦,1,0.6,個,A006,0.6,0,,,,,,,150,14-30天,,,三慶興業有限公司,陳志忠先生,02-26195926,02-26194920,0936-123-247,台北縣八里鄉忠孝路411號,sam.s3733@msa.hinet.net,www.sanching.ttnet.net,,A006022
A006023,15mm古幣,1.333333,0.6,個,A006,0.8,0,,,,,,,150,14-30天,,HP21500,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,A006023
A006024,28mm雞眼,2.866667,0.6,個,A006,1.72,0,,,,,,,150,14-30天,,,掏寶,,,,,,,,,A006024
A006025,1*6mmC圈,0.191667,0.6,個,A006,0.115,0,,,,,1*6mm,,150,14-30天,,3500個400元,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,A006025
A006026,1*8mmC圈-金色,0.333333,0.6,個,A006,0.2,0,,,,金色,1*8mm.金色1公斤1020,,150,14-30天,,HG01126,承薪企業有限公司,章碧霜小姐,02-22222301,02-22252031,,新北市中和區健康路103號,,,,A006026
A006027,0.6*6mm雙圈,0.133333,0.6,個,A006,0.08,0,,,,白K色,0.6*6白K色0.5公斤400元,,150,14-30天,,,承薪企業有限公司,章碧霜小姐,02-22222302,02-22252032,,新北市中和區健康路103號,,,,A006027
A006028,銅鍍鎳零8mm鈴鐺,1.416667,0.6,個,A006,0.85,0,,,,鎳,,,150,14-30天,,一次訂5000個,亞太鐘鈴股份有限公司,,04-7860115,04-7860116,,彰化縣花壇鄉花秀路130號,,,,A006028
A006029,銅鈴真空6mm鈴鐺,2,0.6,個,A006,1.2,0,,,,金.銀.紅.粉紅,,,150,14-30天,,一次訂500個,亞太鐘鈴股份有限公司,,04-7860116,04-7860117,,彰化縣花壇鄉花秀路130號,,,,A006029
A006030,銅鈴真空8mm鈴鐺,2.083333,0.6,個,A006,1.25,0,,,,有色,,,150,14-30天,,一次訂500個,亞太鐘鈴股份有限公司,,04-7860117,04-7860118,,彰化縣花壇鄉花秀路130號,,,,A006030
A006031,銅鈴真空皺紋金色12mm鈴鐺,3.916667,0.6,個,A006,2.35,0,,,,金色,,,150,14-30天,,一次訂4000個,亞太鐘鈴股份有限公司,,04-7860118,04-7860119,,彰化縣花壇鄉花秀路130號,,,,A006031
A006032,五金-留言夾(約11cm),10,0.6,個,A006,6,0,,,,鎳,,,150,14-30天,,,小熊媽媽,,,,,,,,,A006032
A006033,五金-手型留言夾(約11cm),5,0.6,個,A006,3,0,,,,鎳,,,150,14-30天,,最低量:1000,信皇彈簧五金工業有限公司,信皇劉先生,04-7762432,04-7771886,,彰化縣福興鄉同安村25之3號,,,,A006033
A006034,單圈0.8*6,0.133333,0.6,個,A006,0.08,0,,,,白K色,0.8*6代白K色0.5公斤600元約7500個,,100,14-30天,,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,,A006034
A006035,鑰匙包專用：卡圈(一個),2.333333,0.6,個,A006,1.4,0,,,,,,,,,,,,,,,,,,,,A006035
A006036,手機袋專用：14mm超薄壓花磁扣(一組),8.333333,0.6,個,A006,5,0,,,,,,,,,,,,,,,,,,,,A006036
A006037,化妝包專用：D型環(2個),0.833333,0.6,個,A006,0.5,0,,,,,,,,,,,,,,,,,,,,A006037
A006038,化妝包專用：D型環2個(可穿2公分)旋轉?2個(可穿1.5公分)撞釘(2組),8.566667,0.6,個,A006,5.14,0,,,,,,,,,,,,,,,,,,,,A006038
A027001,不需要,0,0.6,無,A027,0,0,,,,,,,,,,,,,,,,,,,,A027001
A027002,客戶提供配件,0,0.6,無,A027,0,0,,,,,,,,,,,,,,,,,,,,A027002
A027003,各種包專用：高15公分X寬19公分-口袋(胚布),3.333333,0.6,個,A027,2,0,,布片高19*寬21,,,,,,,,,麥歐,,,,,,,,,
A027004,各種包專用：高15公分X寬19公分-口袋(富貴綢),1.666667,0.6,個,A027,1,0,,布片高19*寬21,,,,,,,,,麥歐,,,,,,,,,
A027005,化妝包專用：高8公分X寬22公分-口袋(胚布)(中間有分左右隔線),1.666667,0.6,個,A027,1,0,,布片高10*寬24,,,,,,,,,,,,,,,,,,
A027006,化妝包專用：高8公分X寬22公分-口袋(富貴綢)(中間有分左右隔線),0.833333,0.6,個,A027,0.5,0,,布片高10*寬24,,,,,,,,,,,,,,,,,,
A027007,餐墊專用：高10公分X寬7公分-口袋(胚布)(放餐具用),1.666667,0.6,個,A027,1,0,,布片高22*寬9,,,,,,,,,,,,,,,,,,
A004021,暖暖包專用：0.6公分雙白邊小織帶-30公分一條,3.35,0.6,公分,A004,2.01,0,,,,,,,,,,,,,,,,,,,,A004021
A008027,餐墊專用：0.3公分仿皮線-咖啡色-40公分繩子2條,5.2,0.6,公分,A008,3.120,0,,,,,,,,,,,,,,,,,,,,
A004022,B6書套專用：2.5公分加強白色鬆緊帶-21.1公分一條,4.22,0.6,公分,A004,2.532,0,,,,,,,,,,,,,,,,,,,,A004022
A004023,A5書套專用：2.5公分加強白色鬆緊帶-24.5公分一條,4.9,0.6,公分,A004,2.94,0,,,,,,,,,,,,,,,,,,,,A004023
A004024,B5書套專用：2.5公分加強白色鬆緊帶-26.5公分一條,5.3,0.6,公分,A004,3.18,0,,,,,,,,,,,,,,,,,,,,A004024
A004025,A4書套專用：2.5公分加強白色鬆緊帶-33.2公分一條,6.64,0.6,公分,A004,3.984,0,,,,,,,,,,,,,,,,,,,,A004025
A008001,無配件,0,0.6,無,A008,0.000,0,,,,,0,0,,,,,,,,,,,,,,A008001
A008002,客戶提供指定寬度及長度的繩線,0,0.6,無,A008,0.000,0,,,,,0,0,,,,,,,,,,,,,,A008002
A008003,0.2公分5號中國結繩,0.012593,0.6,公分,A008,0.008,0,,直徑約0.2公分,,多色,170,250,,14-30天,尼龍,,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,A008003
A008004,0.15公分6號中國結繩,0.015741,0.6,公分,A008,0.009,0,,直徑約0.15公分,,多色,85,100,,14-30天,尼龍,,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,A008004
A008005,0.15公分6號中國結繩有金蔥,0.02037,0.6,公分,A008,0.012,0,,直徑約0.15公分,,多色,110,100,,14-30天,尼龍,,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,A008005
A008006,0.15公分麻繩,0.007123,0.6,公分,A008,0.004,0,,直徑約0.15公分,,棕黃色,50,130,,14-30天,麻,,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,A008006
A008007,0.22公分麻繩,0.012346,0.6,公分,A008,0.007,0,,直徑約0.22公分,,棕黃色,50,75,,14-30天,麻,,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,A008007
A008008,0.3公分麻繩,0.018519,0.6,公分,A008,0.011,0,,直徑約0.3公分,,棕黃色,50,50,,14-30天,麻,,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,A008008
A008009,0.5公分白繩,0.025025,0.6,公分,A008,0.015,0,,直徑約0.5公分,,白色,300,222,,14-30天,尼龍混棉,,名紀企業,鄭凱夫先生,02-25550586,02-25562820,0933-908-541,台北市南京西路99號,,www.rope.com.tw,聯邦商業銀行營業部803，戶名:名紀企業有限公司，帳號:001-30-000318-2,A008009
A008010,0.5公分PP黑繩,0.02849,0.6,公分,A008,0.017,0,,直徑約0.5公分,,黑色,200,130,,14-30天,PP,,名紀企業,鄭凱夫先生,02-25550587,02-25562821,0933-908-542,台北市南京西路99號,,www.rope.com.tw,聯邦商業銀行營業部803，戶名:名紀企業有限公司，帳號:001-30-000318-2,A008010
A008011,0.5公分棉繩,0.080808,0.6,公分,A008,0.048,0,,直徑約0.5公分,,多色,240,55,,14-30天,棉,,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,A008011
A008012,0.15公分A玉線,0.004938,0.6,公分,A008,0.003,0,,直徑約0.15公分,,多色,80,300,,14-30天,尼龍,KA31100-300碼,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,A008012
A008013,0.1公分C玉線,0.004938,0.6,公分,A008,0.003,0,,直徑約0.1公分,,多色,80,300,,14-30天,尼龍,,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,A008013
A008014,1.7公分白色粗繩,0.138889,0.6,公分,A008,0.083,0,,直徑約1.7公分,,白色,7.5,1,,14-30天,尼龍,,名紀企業,鄭凱夫先生,02-25550586,02-25562820,0933-908-541,台北市南京西路99號,,www.rope.com.tw,,A008014
A008015,0.2公分仿皮線-咖啡色,0.025926,0.6,公分,A008,0.016,0,,直徑約0.2公分,,咖啡色,280,200,,14-30天,尼龍混棉,,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,A008015
A008016,0.3公分仿皮線-咖啡色,0.064815,0.6,公分,A008,0.039,0,,直徑約0.3公分,,咖啡色,350,100,,14-30天,尼龍混棉,KG03004,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,A008016
A008017,0.12公分紅紗線,0.009259,0.6,公分,A008,0.006,0,,直徑約0.12公分,,紅色,90,180,,14-30天,棉,,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,A008017
A008018,0.18公分五色線,0.017284,0.6,公分,A008,0.010,0,,直徑約0.18公分,,5色,70,75,,14-30天,尼龍,,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,A008018
A008019,0.05公分進口特細金吊線,0.002963,0.6,公分,A008,0.002,0,,,,金色,80,500,,14-30天,,KA60324-500碼,承薪企業有限公司,章碧霜小姐,02-22222301,02-22252031,,新北市中和區健康路103號,,,,A008019
A008020,0.1公分9號玉線-(紅#700)，(金黃#523),0.014815,0.6,公分,A008,0.009,0,,,,紅，金黃,80,100,,14-30天,,KA30900-100碼,承薪企業有限公司,章碧霜小姐,02-22222302,02-22252032,,新北市中和區健康路103號,,,,A008020
A008022,鑰匙包專用：6號中國結繩(20公分一條),0.3,0.6,公分,A008,0.180,0,,,,,,,,,,,,,,,,,,,,A008022
A008023,筆捲專用：2M仿皮線-咖啡色(30公分兩條),1.6,0.6,公分,A008,0.960,0,,,,,,,,,,,,,,,,,,,,
A008024,明信片專用：0.3公分麻繩(20公分一條),0.366667,0.6,公分,A008,0.220,0,,,,,,,,,,,,,,,,,,,,
A008025,手腕枕專用：0.15公分A玉線(5公分一條),0.025,0.6,公分,A008,0.015,0,,,,,,,,,,,,,,,,,,,,
A008026,餐具袋專用：0.5公分白繩(45公分繩子一條),1.125,0.6,公分,A008,0.675,0,,,,,,,,,,,,,,,,,,,,
A008027,餐墊專用：0.3公分仿皮線-咖啡色(40公分繩子2條),5.2,0.6,公分,A008,3.120,0,,,,,,,,,,,,,,,,,,,,
A008021,書本1書套專用：6號中國結繩(32公分一條),0.48,0.6,公分,A008,0.288,0,,,,,,,,,,,,,,,,,,,,A008021
A008028,B6書套專用：6號中國結繩(27公分一條),0.405,0.6,公分,A008,0.243,0,,,,,,,,,,,,,,,,,,,,A008028
A008029,A5書套專用：6號中國結繩(30公分一條),0.45,0.6,公分,A008,0.270,0,,,,,,,,,,,,,,,,,,,,
A008030,B5書套專用：6號中國結繩(32公分一條),0.48,0.6,公分,A008,0.288,0,,,,,,,,,,,,,,,,,,,,
A008031,A4書套專用：6號中國結繩(39公分一條),0.585,0.6,公分,A008,0.351,0,,,,,,,,,,,,,,,,,,,,
A007012,10mm大洞水染珠,1.666667,0.6,顆,A007,1.00,0,,,,,,,,,,BS1101530公克約60顆/包 60,,,,,,,,,,
A007013,書套專用：10mm大洞水染珠一顆,1.666667,0.6,顆,A007,1.00,0,,,,,,,,,,,,,,,,,,,,
A006039,明信片專用：8mm雞眼一組,1.166667,0.6,個,A006,0.7,0,,,,,,,,,,,,,,,,,,,,A006039
A004026,拉鍊頭專用：1公分緞帶(6公分一條),1.866667,0.6,公分,A004,1.12,0,,讓拉鍊好拉(緞帶0.12+切0.5+穿0.5),,,,,,,,,,,,,,,,,,A004026
A008032,寬23公分束口袋專用：0.5公分白繩(60公分兩條),3,0.6,公分,A008,1.800,0,,,,,,,,,,,,,,,,,,,,
A008033,寬15公分束口袋專用：0.5公分白繩(55公分兩條),2.75,0.6,公分,A008,1.650,0,,,,,,,,,,,,,,,,,,,,
A008034,寬18.5公分束口袋專用：0.5公分白繩(60公分兩條),3,0.6,公分,A008,1.800,0,,,,,,,,,,,,,,,,,,,,
A008035,寬20公分束口袋專用：0.5公分白繩(60公分兩條),3,0.6,公分,A008,1.800,0,,,,,,,,,,,,,,,,,,,,
A008036,30X40束口背包專用：0.5公分白繩(200公分繩子2條),10,0.6,公分,A008,6.000,0,,,,,,,,,,,,,,,,,,,,
A008037,35X45束口背包專用：0.5公分白繩(210公分繩子2條),10.5,0.6,公分,A008,6.300,0,,,,,,,,,,,,,,,,,,,,
A006040,束口背包專用：8mm雞眼4組,4.666667,0.6,個,A006,2.8,0,,,,,,,,,,,,,,,,,,,,A006040
A006041,束口背包專用：8mm雞眼6組,7,0.6,個,A006,4.2,0,,,,,,,,,,,,,,,,,,,,A006041
A004027,(舊)便當袋專用：2.5公分黑色PP織帶(35公分2條),11.1,0.6,公分,A004,6.66,0,,,,,,,,,,,,,,,,,,,,A004027
A004028,購物袋專用：4公分背包帶-丈青色(60公分2條),34,0.6,公分,A004,20.4,0,,,,,,,,,,,,,,,,,,,,A004028
A004029,購物袋專用：4公分背包帶-咖啡色(60公分2條),34,0.6,公分,A004,20.4,0,,,,,,,,,,,,,,,,,,,,A004029
A004030,購物袋專用：4公分背包帶-丈青色(70公分2條),39.66667,0.6,公分,A004,23.8,0,,,,,,,,,,,,,,,,,,,,A004030
A004031,購物袋專用：4公分背包帶-咖啡色(70公分2條),39.66667,0.6,公分,A004,23.8,0,,,,,,,,,,,,,,,,,,,,A004031
A006042,包袋纇專用：14mm超薄壓花磁扣(一組),8.333333,0.6,個,A006,5,0,,,,,,,,,,,,,,,,,,,,A006042
A006043,枕頭束口背包專用：卡圈(2個),4.666667,0.6,個,A006,2.8,0,,,,,,,,,,,,,,,,,,,,A006043
A004032,束口背包專用：2.5公分純棉雙人織帶(5公分2條),2,0.6,公分,A004,1.2,0,,,,,,,,,,,,,,,,,,,,A004032
A004033,枕頭束口背包專用：2.5公分純棉雙人織帶(5公分4條),4,0.6,公分,A004,2.4,0,,,,,,,,,,,,,,,,,,,,A004033
A025030,茶葉一包(客戶提供茶葉),1,0.6,1個,A025,0.6,0,,用OP004包茶葉1包0.1+0.5,,,,,,,,,,,,,,,,,,A025030
A006044,複製畫專用：葉片掛勾(1個),1.666667,0.6,個,A006,1,0,,,,,,,,,,,,,,,,,,,,A006044
A010009,掛畫專用：黑色塑膠掛軸管64公分一組,13.33333,0.6,一組,A010,8,0,,,,,,,,,,,,,,,,,,,,
A008038,餐具袋專用：0.2公分仿皮線-咖啡色(45公分繩子2條),2.4,0.6,公分,A008,1.440,0,,,,,,,,,,,,,,,,,,,,
A029003,7.5X13公分銅西卡雙面彩印-5萬張,0.714286,0.7,無,A029,0.5,0,,,,,,,,,,,,,,,,,,,,A029003
A002001,無枕心,0,0.8,無,A002,0,0,,,,,,,,,,,,,,,,,,,,
A002002,客戶提供枕心,0,0.8,無,A002,0,0,,,,,,,,,,,,,,,,,,,,
A002003,42*42枕心-400克,60,0.8,顆,A002,48,0,,一次訂100顆,,白色,42*42公分,400克,150,約7-14天,100％聚酯纖維,一次訂100顆,麗明有限公司,林小姐,02-82921193,02-82921194,,,,42*42枕心套一顆10元壓縮一顆20元一袋可裝50包工作天數一星期,,
A002004,47*47枕心-550克,67.5,0.8,顆,A002,54,0,,一次訂100顆,,白色,47*47公分,550克,150,約7-14天,100％聚酯纖維,一次訂100顆,麗明有限公司,林小姐,02-82921194,02-82921195,,,,40*70公分成品洞口留21公分用9吋隱形拉鍊,,
A002005,25*25枕心-150克,30,0.8,顆,A002,24,0,,一次訂100顆,,白色,25*25公分,150克,150,約7-14天,100％聚酯纖維,一次訂100顆,麗明有限公司,林小姐,02-82921195,02-82921196,,,,,,
A002006,25*40枕心-150克,30,0.8,顆,A002,24,0,,一次訂100顆,,白色,25*40公分,150克,150,約7-14天,100％聚酯纖維,一次訂100顆,麗明有限公司,林小姐,02-82921196,02-82921197,,,,,,
A002007,47*150枕心-2公斤,300,0.8,顆,A002,240,0,,一次訂100顆,,白色,47*150公分,2公斤,150,約7-14天,100％聚酯纖維,一次訂100顆,麗明有限公司,林小姐,02-82921197,02-82921198,,,,,,
A002008,47*90枕心-950克,142.5,0.8,顆,A002,114,0,,一次訂100顆,,白色,47*90公分,950克,150,約7-14天,100％聚酯纖維,一次訂100顆,麗明有限公司,林小姐,02-82921198,02-82921199,,,,,,
A002009,棉花在200克以下枕心,30,0.8,顆,A002,24,0,,一次訂100顆,,白色,,200克以下,150,約7-14天,100％聚酯纖維,一次訂100顆,麗明有限公司,林小姐,02-82921199,02-82921200,,,,,,
A002010,42*42(最少20顆),87.5,0.8,顆,A002,70,0,,一次訂1顆,,白色,42*42,,150,約7-14天,100％聚酯纖維,一次訂1顆,坤成國際開發股份有限公司,謝小姐-小姐,06-2615131,,0953-327-901,台南市安平工業區新和二路23號,,10公斤運費120,,
A002011,42*42(最少100顆),66.25,0.8,顆,A002,53,0,,一次訂500顆,,白色,42*42,,150,約7-14天,100％聚酯纖維,一次訂500顆,坤成國際開發股份有限公司,謝小姐-小姐,06-2615132,,0953-327-902,台南市安平工業區新和二路23號,,,,
A002012,47*47(最少20顆),118.75,0.8,顆,A002,95,0,,一次訂1顆,,白色,47*47,,150,約7-14天,100％聚酯纖維,一次訂1顆,坤成國際開發股份有限公司,謝小姐-小姐,06-2615133,,0953-327-903,台南市安平工業區新和二路23號,,,,
A002013,47*47(最少100顆),68.75,0.8,顆,A002,55,0,,一次訂500顆,,白色,47*47,,150,約7-14天,100％聚酯纖維,一次訂500顆,坤成國際開發股份有限公司,謝小姐-小姐,06-2615134,,0953-327-904,台南市安平工業區新和二路23號,,,,
A002014,填充後12cm*66cm-長頸枕專用枕心布片,18.75,0.8,顆,A002,15,0,,,,白色,布片72X20,,,,布片價錢,90*140一碼45元可裁6片,麥歐,,,,,,,,,
A004035,華宣書套專用：0.6公分雙白邊小織帶(27公分一條),3.015,0.6,公分,A004,1.809,0,,,,,,,,,,,,,,,,,,,,A004035
A004034,華宣書套專用：2.5公分純棉雙人織帶(24.5公分1條),4.9,0.6,公分,A004,2.94,0,,,,,,,,,,,,,,,,,,,,A004034
A008039,寬12公分束口袋專用：0.5公分白繩(55公分兩條),2.75,0.6,公分,A008,1.650,0,,,,,,,,,,,,,,,,,,,,
A008040,寬30公分束口袋專用：0.5公分白繩(85公分兩條),4.25,0.6,公分,A008,2.550,0,,,,,,,,,,,,,,,,,,,,
A008041,寬33公分束口袋專用：0.5公分白繩(90公分兩條),4.5,0.6,公分,A008,2.700,0,,,,,,,,,,,,,,,,,,,,
A008042,30X32束口背包專用：0.5公分白繩(200公分繩子2條),10,0.6,公分,A008,6.000,0,,,,,,,,,,,,,,,,,,,,
A008043,33X40束口背包專用：0.5公分白繩(200公分繩子2條),10,0.6,公分,A008,6.000,0,,,,,,,,,,,,,,,,,,,,
A027008,餐墊專用：高10公分X寬7公分-口袋(環保不織布)(放餐具用),1.833333,0.6,個,A027,1.1,0,,布片高22*寬9,,,,,,,,,,,,,,,,,,
A006045,餐墊專用：刀叉一組,44,1,個,A006,44,0,,,,,,,,,,,,,,,,,,,,A006045
A030017,中間有洞14mm木珠洞口6mm,0.866667,0.6,顆,A030,0.52,0,,,,木頭色,,,,14-30天,木頭,17900顆一顆0.52元,嘉安企業有限公司,,03-9573626,03-9549046,,宜蘭縣五結鄉鎮安村舊街1路110巷23號1樓,,,,A030017
